Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Solomon Islands,SLB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,25203524.032563843,28084252.758274823,28606411.39804096,,50056882.82138794,40606712.05063896,55272108.84353741,84539332.28256197,74620320.02953394,83100834.30793503,93145283.35571408,111027427.2083584,151276496.48253277,182852106.5234079,193750540.7014294,192902018.73331797,181220398.9698387,181570473.7716051,165524943.49212268,147620047.66006315,155128542.41917804,176494394.04336193,172882410.57856086,214877666.84606788,227540473.34008658,269034595.8129845,300746361.1287394,402837005.2725957,469443201.5032737,510586430.1901267,526554005.9543571,457579840.22506624,488024514.36935914,419842674.2276522,409508552.9799725,346406738.8852372,417668983.4083494,468005318.5519772,552864570.2258192,617258154.2601326,695295347.6215369,776337691.795098,805557562.5800586,898133684.8987929,1063895360.6990681,1185215418.2556212,1285911586.1320012,1335571420.7267592,1307909887.5521197,1379490304.2253969,1469789119.0875561,1615478393.2861407,1619155017.392397,1536145814.1700656,1522794913.091401,1566360686.1063213,1633319401.1941354,
Sierra Leone,SLE,GDP (current US$),NY.GDP.MKTP.CD,322009961.5470484,327834190.5770944,342721416.4909668,348547278.78770655,371847461.44127804,359379856.24805754,375479849.8080601,348795303.0003852,329859731.9438928,408690163.4760654,434410973.7643895,419549304.7247904,465381339.7404038,575230724.377773,648590642.9398886,679336343.5845588,594895941.9143811,691777583.9511557,960728338.9364305,1109374911.3030643,1100685844.9228425,1114830471.9178674,1295361885.9241917,995104305.3470745,1087471861.9892826,856890459.3639576,490181456.6244097,660106336.1043386,1055083933.074983,932974420.2765286,649644826.8004473,779981458.9214889,679941041.3024013,768868447.9727043,911854256.1636208,870740484.0650369,941708911.1115335,850233193.1542335,672368187.1147556,669386623.9514022,635866403.7760651,1681473752.384701,1933864034.1880028,2142618349.8109877,2237350963.2735205,2545275312.6051188,2912986118.074526,3326853435.5983176,3835603778.6159053,3784165906.1037025,4033122830.1442375,4587078913.133151,5927684219.152779,7697098118.199219,7845456215.2780695,6651626733.648542,6042615859.6107435,5818480351.637065,6390514688.528162,6523577590.383188,6688594757.621292,7165214367.649559,7119137321.900816,6411869546.2892885,
El Salvador,SLV,GDP (current US$),NY.GDP.MKTP.CD,,,,,,877720000.0,929520000.0,976200000.0,1009760100.0,1049400000.0,1132920000.0,1186120000.0,1263720000.0,1442320000.0,1665880000.0,1884120100.0,2328280100.0,2941640100.0,3127960000.0,3463639900.0,3573959900.0,3437200200.0,3399189100.0,3506347800.0,3661683400.0,3800368600.0,3771663200.0,3958045800.0,4189880000.0,4372215300.0,4817542204.0,5252342400.0,5813399300.0,6680269200.0,7679384000.0,8921947100.0,9586327800.0,10221705900.0,10936669900.0,11284197000.0,11784927700.0,12282533600.0,12664190300.0,13243892200.0,13724810900.0,14698000000.0,15999890000.0,17011750000.0,17986890000.0,17601620000.0,18447920000.0,20283780000.0,21386150000.0,21990960000.0,22593470000.0,23438240000.0,24191430000.0,24979190000.0,26020850000.0,26881140000.0,24921190000.0,29043140000.0,31988920000.0,34015620000.0,
San Marino,SMR,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,976606693.5705954,1048316128.2036072,1109473367.8431773,1007661366.6695914,1059529812.3745558,1148872072.3855596,1462590266.5918593,1715340542.9880013,1786514058.2234387,1909765165.4313672,2188654628.3809714,2403213305.036011,2064277126.4146576,1881191925.3250325,1813717438.6913395,1604701299.435464,1678741475.1409466,1673911426.1725352,1419401070.5604265,1468343139.7432647,1528620346.3116832,1655353653.059344,1616232125.1258738,1544714493.2440896,1855395999.7653444,1831700577.0890374,,
Somalia,SOM,GDP (current US$),NY.GDP.MKTP.CD,180459936.7760253,191659914.37603426,203531927.547229,216145935.94162562,229529912.66803494,243725898.0296408,257375897.0496412,271781886.8072453,286719885.3120459,306357284.5714286,347985394.28571427,347039445.7055691,447883941.1901649,483699610.6025631,572504035.9015092,757015878.7926927,871344245.1151708,498550724.6376811,564571823.2044199,589566929.1338582,602515548.4521039,699302473.0500951,774578931.9639199,735408641.768548,787434541.7288573,875702247.1910112,916590786.3261054,1018972664.463803,1051596967.1286983,1181360843.935489,1031282081.1668346,717974929.7631578,709297578.5,1260132955.787459,1481205097.9811323,1534756134.5502186,1792234297.391936,2191749013.581238,2962047564.4165072,3045751527.660048,3412797450.201118,2252847464.6860847,2192684134.5927277,2836724351.561596,3859592813.1025543,4683246454.100484,5026743282.042513,5430713728.89074,5913620292.905734,2948594552.4495163,2687807003.73935,2906000096.932491,4364670160.001464,5062881613.128329,5728399710.563331,6152149080.001677,6613743089.999321,7621501720.000208,7873440838.365593,8655023960.001995,8628393719.999224,9483997404.252272,10202767269.960297,10968517090.000368,
Serbia,SRB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17921892655.367233,23277430167.597763,27153408994.807434,21004077441.480244,20878694850.576683,7326373882.110442,13599378661.995176,17930583571.30545,23593044417.508606,26845632341.807495,28334256180.880116,33298057361.74117,44888028946.08535,54220641201.647415,46955984409.72705,43536629233.14237,51251098408.09236,45103269969.41118,50455529604.06957,49114321280.34665,41297410634.9586,42225495909.56332,45972834713.80773,52787520248.924194,53864693664.55677,55874017668.998,66159884072.530846,66797564758.339,81342660752.3732,
Sub-Saharan Africa (excluding high income),SSA,GDP (current US$),NY.GDP.MKTP.CD,35988399588.819435,37518094290.33192,40549575981.76169,46123312273.10249,45885359762.57228,50538951214.04424,54775665462.46396,54838167165.13991,58683164886.49739,66256584864.3939,73996942604.70189,76073514866.91924,85715420447.20735,109266387063.65666,138628808050.28214,152205988931.7126,164661395938.67838,180934135666.8793,202611016183.79483,238846633183.68872,299002551230.71436,404152048958.096,376029141290.5796,337629586006.6806,301670995147.5136,287983954210.5953,269803697043.71158,302093617110.88947,317910974656.939,323480140542.0902,378918407182.6192,404976244762.86005,364630958999.8128,368610836181.1376,377142595380.70654,479940870989.03253,536105193364.8233,564043922095.9033,565275137841.7688,403398906054.6144,427682851353.88306,409715333350.83386,446063787652.0555,561841797160.4478,697598887827.3846,827868919145.7898,976549264667.7506,1130664082678.209,1281844180266.7173,1224552156182.8015,1448580710633.5369,1628268358951.2673,1691847231269.022,1797999120472.4976,1874736396189.809,1668612318336.0366,1521735272179.0662,1659172753388.866,1781016674647.2402,1834336253943.3013,1721810881901.3425,1933570427279.3726,2073339118621.9822,2042436971778.6401,
South Sudan,SSD,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14586253383.063168,12231264525.067104,14602072410.950584,14907308932.75343,11931472169.491526,18426469016.94915,13962212847.457626,11997800760.224182,,,,,,,,,
Sub-Saharan Africa,SSF,GDP (current US$),NY.GDP.MKTP.CD,35999878594.04332,37529010103.795815,40561501231.866486,46136363835.413155,45900075440.05331,50553642033.20665,54791062255.45081,54853772525.48562,58697940809.46797,66271375018.25401,74013525325.88322,76093761638.21281,85744484210.13089,109301136624.56206,138668997099.52014,152250584953.46838,164707058357.44748,180995314278.7247,202693630524.2184,238972041379.64648,299156861232.4726,404311362942.5301,376182335241.8556,337782415705.05817,301829555919.1228,288161913898.3759,270024419654.3793,302358754143.8821,318213399666.4849,323805308033.0546,379311825675.4946,405375420644.4321,365094470300.31036,369117626218.3297,377662803286.6299,480483604759.2252,536641887730.23456,564644820351.763,565924901411.9926,404065822504.7321,428340828932.00775,410381410917.64966,446810537330.9906,562596341824.3503,698496039334.0912,828850789134.6907,977634560614.3389,1131743844061.6765,1282823777661.0112,1225403057803.2354,1449562327175.8657,1629327277658.529,1692936639108.2195,1799332280879.8833,1876123974059.891,1670044721688.1665,1523303785527.2107,1660848124029.8796,1782800988574.0088,1836204944040.0364,1723193433652.9119,1935057601074.1785,2075397087141.814,2044578421949.7803,
Small states,SST,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,4369005445.907085,4889680110.997698,5678575468.743377,7302095094.696115,11481090182.247377,12127638714.934134,13904030976.297512,16682356973.989416,19254707358.43536,24375650834.060944,33960175718.644802,33408246377.54506,32918973358.115044,31601525549.030495,32270104381.16111,31940386052.329983,31924802575.198803,37398477666.321106,40395603834.33488,41280123118.160355,47317168944.06587,49596013548.45672,52839176212.859055,52534115912.8484,56185862242.97199,64157845931.9305,66730631009.35569,70395100526.97833,71112024440.69548,74869501279.82527,77368613841.6817,77594319152.77187,83902231734.42885,99300795435.55107,115194366114.68808,129666203435.13718,145797709217.18686,171152209656.81467,186654460910.93045,165375386243.6088,176390570560.1773,197269873598.3899,198456374242.70682,206145182147.15625,213239256667.68362,197793250964.9456,205051950301.8733,225723317837.56308,244622967831.52847,247266169547.51685,222762059252.071,258942107761.12393,287505638394.0774,305546743662.39154,
Sao Tome and Principe,STP,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,37211826.08695652,37288845.21028696,41430256.80674956,56011244.73984144,57817591.45700478,60101709.84526271,52039421.19757745,49207692.32103245,55044562.80142167,65755928.135972284,81662231.03299677,83499263.50074805,80307762.62361048,75110289.18326648,78213795.92503355,82733069.44180307,115928906.74548218,115952925.46827081,99000764.39022511,98545169.43425663,119298002.11747728,107484142.71555996,94861756.02203822,125742180.00290787,131338384.70583868,103695236.78100063,135188165.7470801,91920274.24016574,72285403.84234582,77302211.92483507,76198394.8202671,75951133.37779482,85171073.87774976,102085769.12341939,114582283.91638164,136450662.39059213,142775104.0816256,149146918.88861105,188021165.00338,200668065.03175008,190021192.48953635,226455001.24308294,229371348.20260647,267041747.58435395,293119143.24682474,259999643.04738805,292267272.1969252,322002845.2293353,383717327.8305078,412976082.6207053,471229484.6071443,524402455.5481601,540809499.1893485,678976264.835436,
Suriname,SUR,GDP (current US$),NY.GDP.MKTP.CD,99650000.0,107700000.0,116150000.0,125950000.0,134400000.0,154150000.0,190350000.0,220700000.0,241350000.0,259650000.0,274900000.0,301000000.0,311950000.0,339449999.99999994,409850000.0,465500000.00000006,505499999.99999994,641500000.0,735500000.0,782500000.0,795000000.0,889000000.0,915000000.0,883500000.0,864000000.0,873000000.0,891000000.0,980000000.0,1161000000.0,542600000.0,388400000.0,448100000.0,404600000.0,428764705.8823529,605492537.3134328,691590497.7375566,861372806.2082002,926422500.0,1110850000.0,886290697.6744186,947671969.6969696,834279357.7981651,1093574468.0851064,1274190311.4186852,1484092538.405267,1793410397.387383,2626380435.178773,2936612021.8579235,3532969034.608379,3875409836.0655737,4368370997.921263,4422276621.787026,4980000000.0,5145757575.757576,5240606060.606061,5126237646.220717,3317421648.0991807,3591679430.999881,3996198866.574535,4016040575.0879593,2911807496.2022653,3107923197.9695435,3791603200.025902,3455146280.839754,
Slovak Republic,SVK,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12915046978.161505,14459924588.947954,15699327209.212057,16737973764.347622,20428139755.605648,26180022222.22222,28197790874.524715,27844628979.268154,29976207629.488758,30496272225.13366,29215726004.77653,30726659550.971695,35243658398.75457,46616149116.74108,57215475076.29861,62547753148.46378,70751813442.98813,86587749517.97243,100830060552.90233,89342984697.52455,91112160800.76685,99705104723.43405,94724394278.05197,99134277850.34184,101713075598.86238,89178548717.33238,90347173228.63564,95978130734.97664,106611673364.83679,105843498304.09395,107732602896.44077,120592216208.38567,115928615553.28644,132908336234.29451,
Slovenia,SVN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19832029087.127163,14454495058.907043,14277261540.745579,14449298371.787895,16400767069.629414,21367422159.320663,21470699362.60623,20726878751.5006,22058635314.483555,22609669083.71787,20159190701.678864,20668868706.811455,23214593516.209476,29360575031.817657,34156553313.40309,35947936823.77814,39260368837.03425,47880266542.57702,55509332322.3578,49975540954.84645,47793117240.90009,51199194599.30944,46167053954.33673,47867056858.88915,49514466379.605705,42709468274.81365,44290685824.0682,48153200134.66126,53689067639.91761,53909922735.54501,53384760135.15813,61529280461.09203,59927702746.28428,69148468417.32083,
Sweden,SWE,GDP (current US$),NY.GDP.MKTP.CD,15930258332.069027,17329819493.990387,18794282716.847626,20342365392.222507,22685750575.22349,24964233890.59217,27155028519.94717,29475219787.24397,31278230633.578533,33967691454.368263,38037663341.83871,41506627519.069824,48883734671.59415,59319523962.17342,65918391224.03928,82766182746.49583,89233541403.6135,94332865494.46626,104292130795.61801,123208942175.36331,141887695763.19275,129500408223.7232,114216043039.50594,104863313508.36693,109044297250.90063,113959392484.8034,150281594980.06625,182746413790.928,206688963474.3439,217634838449.48734,261469578630.80353,273834608019.8429,283912173666.6781,212647043708.40506,228701658890.61688,267052836695.49857,291952430659.1112,268251974485.58594,270889570937.9992,274320415375.6778,262905197441.66248,242499249692.616,267373345246.5313,334074051172.97156,384547211147.2465,391690329314.4746,422530427475.5361,490050156832.57385,514616528348.83405,434313804907.3663,492753255885.71826,570541353128.7235,549742183874.3553,584128116410.29,577730245154.1624,501698263620.6632,514218206628.3252,536083940228.68365,551312498430.1636,532169294165.9397,545147614972.1406,637186904843.6361,579895717343.956,584960475767.3202,
Eswatini,SWZ,GDP (current US$),NY.GDP.MKTP.CD,35076845.96926162,43026042.789582886,45927961.62881535,54129438.34822466,64980554.0077784,70279971.88801125,76859969.2560123,74759970.09601197,79799968.08001277,105419957.83201687,112139955.14401795,136462080.73913231,146736479.23509708,221915127.5507631,264320940.9590023,288299788.50803506,272550068.13751704,304060076.01501894,340630085.15752125,412093133.76098835,541976852.5770575,570774824.830585,537568059.4133813,555336145.7678844,494483408.8784683,360079419.385958,449140318.3850379,584126092.258819,692026454.7378719,696921542.3782647,1114694040.6698666,1156135717.9459786,1284759927.5459378,1357189551.6843128,1419294254.4183025,1698989463.9910562,1602741833.7055213,1716714070.1247103,1576908856.3467433,1547888495.9842763,1738093840.3660724,1542477308.8940773,1432221739.1234226,2197598466.254465,2770082791.504118,3178112498.6791058,3291330019.172866,3469381231.4904904,3294084314.1505804,3580428052.8139267,4438765085.9378395,4820478680.183751,4886551483.93374,4418333192.474492,4250545460.9452286,3878174403.5524035,3705918654.1370807,4437538381.322491,4659474399.740183,4594818143.276241,4105756862.552713,4737671576.3285055,4695372785.081397,4442875788.085052,
Sint Maarten (Dutch part),SXM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,854972067.0391061,892290502.7932961,936089385.4748603,985865921.7877095,1022905027.9329609,1361811508.3798883,1417888715.083799,1427017206.7039106,1353212122.9050279,1259200446.9273744,1407880446.9273744,1236428100.558659,1353071061.452514,1537088715.083799,1627776949.273743,
Seychelles,SYC,GDP (current US$),NY.GDP.MKTP.CD,12012024.62465048,11592023.763648715,12642025.916153127,13923028.542208511,15393031.55571469,15603031.986215571,16443033.708219102,16632032.13399743,16074027.647327555,16452028.297488673,18432031.70309453,21965950.771114245,30645122.920472723,36896280.47641036,43134496.164536715,47803145.948098496,49278981.755070135,64526401.463854425,85552365.80051368,127261099.22386363,156783829.5042984,163750728.15591633,157211789.7145871,156098237.02258483,160992920.96026176,179691482.72165036,221147061.29006773,265212956.8386331,301985618.08555555,324333366.51482886,392163560.8686691,398307169.86040515,461409398.8558933,504230620.5518714,517570058.1510345,540733047.7330477,535250347.0894787,598966982.3501863,647287375.7625283,662838614.8806738,654212394.2716402,662064155.9206917,742134837.5091902,750847230.0992627,893012218.1818181,977899381.8181819,1081441283.3179822,1077308813.829454,979597394.2934532,850901620.433301,981616542.3284543,1058918707.2612364,1089407839.1970947,1333160407.3851607,1387577870.0816104,1432403352.1294434,1568513348.1446254,1675370641.0141618,1784313926.768066,1868690096.7345412,1382551751.5690813,1487173794.8052788,2057968519.830909,2141450171.1393213,
Syrian Arab Republic,SYR,GDP (current US$),NY.GDP.MKTP.CD,857704413.4078212,945244972.0670391,1110565880.7588074,1200447408.3769634,1339494267.0157068,1472036540.1332946,1342287553.1914895,1580229799.426934,1753746429.6209228,2245011514.556755,2140384010.0723953,2589851325.145443,3059681697.612732,3239487516.4257555,5159557147.508954,6826980444.149817,7633528866.934239,7696011396.011396,9275200458.19015,9929681528.66242,13062420382.165606,15518201335.315075,16298929011.46811,17589277143.13142,17503078174.00395,16403539892.778303,13293205278.280302,11356215543.304285,10577041644.99442,9853395761.632275,12308624417.826809,12981833333.333334,13253565861.142445,13695962055.477062,10122020000.0,11396706586.826347,13789560878.243513,14505233463.035019,15200846153.846153,15873875968.992249,18937052543.4373,20237024724.703926,20669357462.383083,21828144686.03942,25086950495.049503,28858965517.24138,33751788856.304985,40465318382.05847,52557913568.9549,54111735628.70651,61390830874.700714,67539428159.44738,43190318032.56269,21361254635.051037,21502061465.949757,16466863117.000916,12597854877.425447,16369843352.345343,21497782867.642567,22583045060.08206,12047752036.091032,14353205678.499138,23622827079.50465,,
Turks and Caicos Islands,TCA,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358744800.0,366707900.0,409753600.0,485598800.0,578645800.0,721891500.0,773489700.0,862683600.0,703175800.0,686787800.0,728789600.0,727161000.0,754238000.0,841070000.0,942070000.0,1032452000.0,1028941663.2,1128749004.5304,1177285211.72521,774653669.315186,1045782453.5755,1228794382.95121,1402054390.94734,
Chad,TCD,GDP (current US$),NY.GDP.MKTP.CD,313582728.1475742,333975336.1107222,357635713.4193201,371767002.1948862,392247517.7284819,416926303.3168722,432794921.6804892,449826322.6134528,453980096.2087106,471635621.5615988,469266736.65067697,501866730.1489865,585427546.7982723,647199482.9825367,652532795.0848049,864602104.6796529,866044962.0162745,935360464.7013409,1113920123.767227,1004316496.3505077,1033002403.8530374,876937558.2737565,834369859.6630175,832415806.0100639,919103734.8769958,1033069709.331904,1067828245.8620746,1163426852.2044249,1482597297.988208,1433686312.0291424,1738605557.7631288,1877137981.757122,1881847669.6979368,1463251163.918803,1179837963.2221267,1445919894.5766084,1607345355.782984,1544689576.9271238,1744794531.2140133,1534673583.2487004,1388506771.587557,1710843377.001189,1997005708.8157554,2742815071.5743995,4422855660.82592,6649307523.643773,7428701453.9150915,8650137743.325472,10393833765.365057,9290728318.988207,10668103554.119226,12172308851.039494,12367362757.134161,12953534866.428648,13940767218.584887,10950392256.954294,10097778098.170738,10000394381.017702,11239167898.339537,11314951091.728327,10715396042.334282,11779981332.863146,12396807588.408154,13149325362.33467,
East Asia & Pacific (IDA & IBRD countries),TEA,GDP (current US$),NY.GDP.MKTP.CD,80669679176.82407,71066638102.69377,64818501929.62848,70108532708.06108,80985670357.4128,94366240962.11841,103241954431.08044,100240949913.2592,101341605616.37297,113957913314.00607,126901324713.17923,136281807864.07477,155175837306.87073,195191354552.28845,221211419616.34335,248261597366.5133,252429548365.5029,290939954870.1951,282384895610.36725,326958437515.8809,377213813957.11145,402780679114.6331,423018950543.2989,442928957768.63855,479908416660.03906,525455835634.1004,524069631534.83075,518006190672.3463,574989849180.7335,621581422838.2638,666023595158.7926,722767440275.8861,810543621793.3862,889640237098.407,1070671486728.9009,1320532703146.5132,1516598894947.1724,1568818670139.21,1431583485875.6545,1576109259752.6443,1734180675232.7478,1845145076680.6125,2042195088611.1284,2311526769335.9233,2680312289369.4097,3104789276032.8345,3739376506124.0444,4727547568154.601,5981644064815.513,6485447086620.949,7893429637768.47,9642049775330.086,10750493312502.684,11860063640138.734,12789805601859.154,13312998658412.975,13604410103345.764,14869982084029.021,16628455562440.156,17201604143343.617,17474730731538.404,20824108313726.312,21098845523342.93,21136712800814.66,
Europe & Central Asia (IDA & IBRD countries),TEC,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992509872377.8853,965501006929.6475,1024758090446.7991,1006506817264.9507,931623641867.791,920448111252.2664,830059083052.1875,925405891242.8331,952472372015.0331,982273248030.4097,949788250241.8052,823772539406.3004,895734227991.9825,911101886733.9999,1024134515969.1952,1260030816823.269,1629859985841.1138,2040783699423.7058,2468438722039.433,3174792980479.6357,3930826079175.5596,3116927643581.832,3662181918784.1387,4455828100988.003,4651700371453.545,4920500233069.982,4649634327324.242,3632527035829.2627,3490883944149.377,3922723280455.3135,4091548485168.6875,4175889218401.0234,3916846154218.4453,4642906015416.125,5237811052696.798,5497903850286.882,
Togo,TGO,GDP (current US$),NY.GDP.MKTP.CD,171057069.13777205,178497098.26427457,186745757.8592159,202305865.2359083,234572186.45585054,264505506.02243277,305227594.82143724,327215843.6363361,341691567.46559346,378091809.6026361,358665753.90929806,404648367.76644033,474043921.8435366,574030983.9800526,791450308.3629438,871781686.907321,874681611.9283688,1097893825.9881454,1164025637.2646384,1259365711.5352118,1604836915.9666207,1359026709.451261,1160337039.3806841,1081387264.6078591,1014170069.2168866,1076604520.4242666,1498219578.8697844,1763978065.836795,1947208354.2255461,1910635575.3804386,2299665505.614336,2262767860.1093745,2390796915.919583,1741944426.2089448,1387662121.4673588,1849110468.1956866,2069506014.4665914,2116818622.9583418,2241650112.3333344,2226577203.913991,2106848752.2775316,2093498674.4967806,2410199032.4310193,2987984050.9931836,3191561508.690881,3221910408.4651566,3320907721.745081,3759964943.3807755,4578849657.998125,4721890900.226346,4746389531.695903,5422442166.441457,5413544658.415346,6021732977.265842,6393318261.827121,5755461035.380258,6071170959.120933,6387422517.692251,7029300383.080308,6992700101.371879,7400284167.784795,8342243645.944384,8169476148.956921,9171261837.57103,
Thailand,THA,GDP (current US$),NY.GDP.MKTP.CD,2760750860.621967,3034037810.9679537,3308912796.934866,3540403456.5530486,3889129942.307692,4388937649.038462,5279230817.307693,5638461442.307693,6081009427.884615,6695336567.307693,7086538437.5,7375000024.038462,8177873151.042242,10838587357.74659,13702998512.449238,14882770593.979597,16985208648.211235,19779312261.31554,24006566636.6855,27371650824.509174,32353514988.728706,34846039193.61307,36589772403.75658,40042798388.49509,41797647775.623795,38900711332.5373,43096773980.8569,50535446554.876854,61667253471.37359,72250748099.97617,85343190719.01065,98234714971.06122,111452746517.65535,128889262951.15672,146683778959.101,169278916592.84286,183035237429.28085,150180456565.72845,113675596787.7377,126669211778.94038,126392224253.79382,120296476180.40192,134300904400.02177,152280615245.88742,172895685154.65817,189318408468.5952,221758296021.62064,262942621455.05292,291382982430.9515,281710630187.3191,341104766329.1696,370818739623.62195,397558325278.5791,420333654592.54706,407339040197.65125,401296238228.0839,413366349747.5081,456356813536.7637,506754208404.4847,543976691793.88586,500461898480.24554,506256494297.33966,495645210972.7507,514968699239.00476,
Tajikistan,TJK,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2629395066.270172,2536585365.8536587,1908554572.2713864,1646623195.1560316,1522001205.5455093,1231561860.3994637,1043654822.3350254,921518032.909326,1320199581.5226138,1086612290.2717097,860541842.2636966,1080772551.2943304,1221106220.2867951,1555318261.4172034,2076176869.4108884,2312352020.668896,2830213848.620304,3719524540.86193,5161299725.276728,4979472364.453397,5642221099.177043,6522756255.012003,7633036903.076341,8448411318.254166,9112605459.328451,8271431485.0748415,6992416096.890184,7536402852.858016,7764999999.453624,8300813599.3084,8133963550.657425,8937805347.13963,10713525200.39978,12060602008.847782,
Turkmenistan,TKM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,2331358819.7595434,3010982414.244252,3006988216.550447,3189539641.317105,3208098919.0145984,3200539816.0600963,3179225948.5811377,2561118608.3551626,2482228439.7140694,2378759975.4450583,2450350625.104074,2605689134.4904246,2450564100.182922,2904663310.9824967,3534772732.3974595,4462029108.723494,5977440582.801714,6838351088.466884,8103901996.370235,10276674364.896074,12664165103.189493,19271523178.807945,20214385964.91228,22583157894.736843,29233333333.333332,35164210526.31579,39197543859.649124,43524210526.31579,35799714285.71429,36169428571.42857,37926285714.28571,40765428571.42857,45232857142.85714,45818000000.0,50007428571.42857,58972000000.0,60628857142.85714,
Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP (current US$),NY.GDP.MKTP.CD,79359156748.2322,84319336310.13693,92280330980.7195,93584779153.09357,104061102087.73354,111722789491.0027,122997493992.0248,125114021414.45763,134089677517.60156,149696525482.63763,163191075146.5319,181432296850.53128,203809203780.0975,273409881166.73233,357600312166.6089,373955173807.342,410640366941.66754,451839654607.3491,541699398779.10645,607913724619.1333,743942402936.6342,852606003603.7853,780344326387.4563,681914372759.2067,715753500772.9343,707041605884.9277,713281984095.2095,765811466002.5648,840249863768.49,932110197654.2297,1114528208752.8337,1124521896186.176,1232774425975.081,1466985260185.7314,1715286198515.0437,1856222698737.145,2016731412170.6648,2212232302262.121,2233592462278.0547,2002860177034.0845,2214459641327.3745,2161323029966.51,1927280719037.1821,1960487705779.395,2264847326541.4263,2751977104544.7695,3234901591988.5254,3826937668589.7866,4465824074658.171,4176800803485.7407,5212164267904.794,5941942238761.687,6007685903867.197,6156620349870.709,6273011910093.311,5197174644055.659,5056165834541.364,5634727349358.646,5506624568680.82,5413333286802.231,4561922258737.731,5313451270078.424,6049066571917.186,6779682191342.676,
Timor-Leste,TLS,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128210141.99999999,147713000.0,187891500.0,216914400.0,239040500.0,262819900.00000003,306956900.0,319972700.0,325729800.0,225357600.0,366924300.0,477443500.0,469455500.0,490439100.0,440772000.0,462268000.0,453792400.0,542795400.0,648523600.0,726937800.0,881909300.0,1042534600.0,1160555000.0,1395727400.0,1447535200.0,1590282400.0,1640464600.0,1584878400.0,1555988600.0,2032550400.0,2162619200.0,3624889700.0,3208594000.0,2079916900.0000002,
Middle East & North Africa (IDA & IBRD countries),TMN,GDP (current US$),NY.GDP.MKTP.CD,17842510180.47033,18379370219.397755,18586793275.163586,20600910382.698185,22977799174.494244,25308010135.929943,26793268059.5253,29161047307.89739,33098517591.583923,37079178981.43411,41368738361.92435,47493427271.17725,56752387797.0134,75408162974.0959,116891467961.47476,133239919883.43413,165085669920.30093,190778284068.99185,203166668890.9369,255119341533.33505,310051044647.2984,297574328577.7546,333266131696.00793,369930574622.87445,385210395896.98627,416302879113.11633,449168375065.79004,387641544419.7246,369576931422.10956,369585083132.4099,514026803780.19965,329645734753.08075,336121712155.7408,287670603103.16943,304590448179.3977,336976502406.65204,377439700431.517,396737077681.0846,406659451056.2147,444857187154.8823,470235593839.26263,476450622805.4965,459606900952.36755,503858676342.01117,597696919007.8922,700527796746.2761,822277801907.7601,1010292021116.7544,1246526034930.4216,1210828811082.5398,1403811162961.7517,1646483027927.3599,1770668579918.1167,1638102742991.4297,1613901715604.196,1447589143238.1665,1482397387590.8186,1483102386761.1223,1474394288640.8574,1463042606051.0989,1313341152321.8337,1534644180082.246,1722755540109.654,1653767249808.374,
